"","","","1961 [1961]","1961 [1961]","1961 [1961]","1962 [1962]","1962 [1962]","1962 [1962]","1963 [1963]","1963 [1963]","1963 [1963]","1964 [1964]","1964 [1964]","1964 [1964]","1965 [1965]","1965 [1965]","1965 [1965]","1966 [1966]","1966 [1966]","1966 [1966]","1967 [1967]","1967 [1967]","1967 [1967]","1968 [1968]","1968 [1968]","1968 [1968]","1969 [1969]","1969 [1969]","1969 [1969]","1970 [1970]","1970 [1970]","1970 [1970]","1971 [1971]","1971 [1971]","1971 [1971]","1972 [1972]","1972 [1972]","1972 [1972]","1973 [1973]","1973 [1973]","1973 [1973]","1974 [1974]","1974 [1974]","1974 [1974]","1975 [1975]","1975 [1975]","1975 [1975]","1976 [1976]","1976 [1976]","1976 [1976]","1977 [1977]","1977 [1977]","1977 [1977]","1978 [1978]","1978 [1978]","1978 [1978]","1979 [1979]","1979 [1979]","1979 [1979]","1980 [1980]","1980 [1980]","1980 [1980]","1981 [1981]","1981 [1981]","1981 [1981]","1982 [1982]","1982 [1982]","1982 [1982]","1983 [1983]","1983 [1983]","1983 [1983]","1984 [1984]","1984 [1984]","1984 [1984]","1985 [1985]","1985 [1985]","1985 [1985]","1986 [1986]","1986 [1986]","1986 [1986]","1987 [1987]","1987 [1987]","1987 [1987]","1988 [1988]","1988 [1988]","1988 [1988]","1989 [1989]","1989 [1989]","1989 [1989]","1990 [1990]","1990 [1990]","1990 [1990]","1991 [1991]","1991 [1991]","1991 [1991]","1992 [1992]","1992 [1992]","1992 [1992]","1993 [1993]","1993 [1993]","1993 [1993]","1994 [1994]","1994 [1994]","1994 [1994]","1995 [1995]","1995 [1995]","1995 [1995]","1996 [1996]","1996 [1996]","1996 [1996]","1997 [1997]","1997 [1997]","1997 [1997]","1998 [1998]","1998 [1998]","1998 [1998]","1999 [1999]","1999 [1999]","1999 [1999]","2000 [2000]","2000 [2000]","2000 [2000]","2001 [2001]","2001 [2001]","2001 [2001]","2002 [2002]","2002 [2002]","2002 [2002]","2003 [2003]","2003 [2003]","2003 [2003]","2004 [2004]","2004 [2004]","2004 [2004]","2005 [2005]","2005 [2005]","2005 [2005]","2006 [2006]","2006 [2006]","2006 [2006]","2007 [2007]","2007 [2007]","2007 [2007]","2008 [2008]","2008 [2008]","2008 [2008]","2009 [2009]","2009 [2009]","2009 [2009]","2010 [2010]","2010 [2010]","2010 [2010]","2011 [2011]","2011 [2011]","2011 [2011]","2012 [2012]","2012 [2012]","2012 [2012]","2013 [2013]","2013 [2013]","2013 [2013]","2014 [2014]","2014 [2014]","2014 [2014]"
"","","","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description","Unit","Value","Flag Description"
"Uganda [226]","Production [5510]","Butter, cow milk [886]","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","124","FAO data based on imputation methodology","tonnes","24","FAO data based on imputation methodology","tonnes","143","FAO data based on imputation methodology","tonnes","143","FAO data based on imputation methodology","tonnes","38","FAO data based on imputation methodology","tonnes","38","FAO data based on imputation methodology","tonnes","38","FAO data based on imputation methodology","tonnes","38","FAO data based on imputation methodology","tonnes","38","FAO data based on imputation methodology","tonnes","38","FAO data based on imputation methodology","tonnes","38","FAO data based on imputation methodology","tonnes","48","FAO data based on imputation methodology","tonnes","48","FAO data based on imputation methodology","tonnes","48","FAO data based on imputation methodology","tonnes","304","FAO data based on imputation methodology","tonnes","348","FAO data based on imputation methodology","tonnes","316","FAO data based on imputation methodology","tonnes","316","FAO data based on imputation methodology","tonnes","400","FAO data based on imputation methodology","tonnes","400","FAO data based on imputation methodology"
"Uganda [226]","Production [5510]","Milk, skimmed cow [888]","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","2347","FAO data based on imputation methodology","tonnes","451","FAO data based on imputation methodology","tonnes","2708","FAO data based on imputation methodology","tonnes","2708","FAO data based on imputation methodology","tonnes","722","FAO data based on imputation methodology","tonnes","722","FAO data based on imputation methodology","tonnes","722","FAO data based on imputation methodology","tonnes","722","FAO data based on imputation methodology","tonnes","722","FAO data based on imputation methodology","tonnes","722","FAO data based on imputation methodology","tonnes","722","FAO data based on imputation methodology","tonnes","903","FAO data based on imputation methodology","tonnes","903","FAO data based on imputation methodology","tonnes","917","FAO data based on imputation methodology","tonnes","5771","FAO data based on imputation methodology","tonnes","6618","FAO data based on imputation methodology","tonnes","6009","FAO data based on imputation methodology","tonnes","6009","FAO data based on imputation methodology","tonnes","7600","FAO data based on imputation methodology","tonnes","7600","FAO data based on imputation methodology"
"Uganda [226]","Production [5510]","Milk, whole condensed [889]","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","20","FAO data based on imputation methodology","tonnes","4","FAO data based on imputation methodology","tonnes","23","FAO data based on imputation methodology","tonnes","23","FAO data based on imputation methodology","tonnes","6","FAO data based on imputation methodology","tonnes","6","FAO data based on imputation methodology","tonnes","6","FAO data based on imputation methodology","tonnes","6","FAO data based on imputation methodology","tonnes","6","FAO data based on imputation methodology","tonnes","6","FAO data based on imputation methodology","tonnes","6","FAO data based on imputation methodology","tonnes","8","FAO data based on imputation methodology","tonnes","8","FAO data based on imputation methodology","tonnes","5","FAO data based on imputation methodology","tonnes","6","FAO data based on imputation methodology","tonnes","6","FAO data based on imputation methodology","tonnes","190","FAO data based on imputation methodology","tonnes","190","FAO data based on imputation methodology","tonnes","240","FAO data based on imputation methodology","tonnes","240","FAO data based on imputation methodology"
"Uganda [226]","Production [5510]","Milk, whole dried [897]","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","","Data not available","tonnes","2200","FAO estimate","tonnes","2200","FAO estimate","tonnes","2200","FAO estimate","tonnes","2200","FAO estimate","tonnes","2200","FAO estimate","tonnes","2700","FAO estimate","tonnes","2700","FAO data based on imputation methodology"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
